"codice-isil";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-PA0398";"Biblioteca interdipartimentale di discipline umanistiche. Geografia. Università degli studi di Palermo";"Salita Partanna 16";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1169199270491";"13,3683843227456";"+39 09123899448";"";"";"http://www.unipa.it/punto-di-servizio-Geografia/"
"IT-PA0467";"Biblioteca della Soprintendenza per i beni culturali e ambientali di Palermo. Sezione beni naturali e naturalistici";"Via Villeareale 40";"";"90100";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1227798";"13,3553359";"+39 0916111010";"";"";""
"IT-PA0468";"Biblioteca dell'Associazione Imago centro culturale";"Via Costantino 12";"";"90147";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1752495";"13,2989366";"+39 091243714";"+39 091533088";"";""
"IT-PA0470";"Biblioteca del Centro siciliano di documentazione Giuseppe Impastato";"Via Villa Sperlinga 15";"";"90100";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,135154";"13,3456684";"+39 0916259789";"";"";""
"IT-PA0471";"Biblioteca delle donne - UDI";"Via XX settembre 57";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,127256";"13,352421";"+39 091329604";"";"bibliotecadonneudipa@virgilio.it";"www.sites.google.com/site/bibliotecadelledonne/"
"IT-PA0472";"Biblioteca biomedica della USL 61";"Piazza Salerno 1";"";"90100";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1547877";"13,3386257";"+39 0917808065";"";"";""
"IT-PA0473";"Biblioteca della Corte dei conti. Sezione siciliana";"Via Notarbartolo 8";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1333012";"13,3483225";"+39 0916967542";"+39 0916967440";"";""
"IT-PA0474";"Biblioteca dell'Istituto tecnico femminile S. Vincenzo";"Via Noce 26";"";"90138";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1201573";"13,3384784";"+39 0916817818";"+39 0916817818";"";""
"IT-PA0475";"Biblioteca dell'Istituto regionale ricerca educativa - IRRE";"Via Resuttana Colli 360";"";"90146";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,152078";"13,336304";"+39 091527063";"+39 091513194";"";""
"IT-PA0476";"Biblioteca del Collegio S. Rocco";"Via Maqueda 324";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1189593";"13,3592892";"+39 091588319";"";"";""
"IT-PA0477";"Biblioteca del Collegio universitario femminile Casa Bianca";"Via F. Parlatore 65";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1248905";"13,3436643";"+39 0916811208";"+39 0916811209";"";""
"IT-PA0478";"Biblioteca dell'Ente servizi sociali C. Vittorelli";"Via Palmerino 1";"";"90129";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1007527";"13,3378306";"+39 091590050";"";"";""
"IT-PA0479";"Biblioteca biomedica della USL 60";"Via Trabucco 180";"";"90146";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1533215";"13,3151881";"+39 0916951763";"+39 0916883821";"";""
"IT-PA0481";"Biblioteca comunale";"Via del Fervore 1";"";"90020";"Blufi";"082082";"Palermo";"SICILIA";"082";"37,752225";"14,0736784";"+39 092148000";"+39 092148425";"";""
"IT-PA0482";"Biblioteca comunale";"Atrio Principe, 10";"";"90043";"Camporeale";"082019";"Palermo";"SICILIA";"082";"37,8977063";"13,095844";"+39 092436977";"+39 092436384";"biblioteca@comune.camporeale.pa.it";""
"IT-PA0483";"Biblioteca del Centro di documentazione per l'educazione ai diritti umani";"Via M. Rutelli 9";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1391389";"13,347363";"+39 091346501";"";"";""
"IT-PA0484";"Biblioteca dell'Istituto per sordomuti Padre Annibale Maria di Francia";"Via Castellana 110";"Passo di Rigano-Borgo Nuovo";"90135";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1255882";"13,300569";"+39 091221777";"";"";""
"IT-PA0485";"Biblioteca dell'Istituto Don Bosco";"Via Sampolo 121";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1430003";"13,3485285";"+39 091546319";"";"";""
"IT-PA0486";"Biblioteca del Museo di Palazzo Mirto";"Via Merlo";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1165498";"13,3674801";"+39 0916164751";"";"";""
"IT-PA0487";"Biblioteca comunale";"Via A. De Gasperi";"";"90010";"Cerda";"082028";"Palermo";"SICILIA";"082";"37,9080208";"13,8125782";"+39 0918991003";"";"";""
"IT-PA0488";"Biblioteca della Società di storia patria Francesco Rosolino Fazio";"Via regina Elena 82";"";"90020";"Roccapalumba";"082062";"Palermo";"SICILIA";"082";"37,8060092";"13,6398692";"";"";"";""
"IT-PA0489";"Biblioteca Lorenzo Milani";"Via Taormina 6";"";"90018";"Termini Imerese";"082070";"Palermo";"SICILIA";"082";"37,981382";"13,699347";"";"";"";""
"IT-PA0490";"Biblioteca della Residenza universitaria Segesta";"Via G. Daita 11";"";"90139";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1258375";"13,3558732";"+39 091323552";"";"";""
"IT-PA0491";"Biblioteca parrocchiale della SS. Trinità";"Corso Umberto I  9";"";"90030";"Castronovo di Sicilia";"082025";"Palermo";"SICILIA";"082";"37,6789084";"13,6035121";"+39 0918217115";"";"";""
"IT-PA0492";"Biblioteca del cinema e del teatro";"Via F. Lo Jacono 16";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1317692";"13,3459294";"+39 091306968";"";"";""
"IT-PA0495";"Biblioteca Giacomo Cusmano del Centro Studi e animazione cusmaniana";"Corso Re Ruggero, 2";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1077993";"13,3550148";"+39 091.488424";"+39 091.488741";"cesac77@gmail.com";""
"IT-PA0496";"Biblioteca dei linguaggi e della comunicazione";"Via Lombardia 19";"";"90144";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1415064";"13,3399571";"+39 091625900";"+39 0916250600";"";""
"IT-PA0497";"Biblioteca Giuseppe Leggio dell'Associazione per la conservazione delle tradizioni popolari e del Museo internazionale delle marionette";"Via Butera 1";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1190724";"13,3707621";"+39 091328060";"+39 091328276";"";""
"IT-PA0499";"Biblioteca parrocchiale S. Ernesto";"Via Campolo 9";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1285109";"13,3344054";"+39 0916822459";"+39 0916822459";"";""
"IT-PA0500";"Biblioteca del Laboratorio chimico compartimentale delle dogane ed imposte dirette";"Via F. Crispi 143";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1250051";"13,3637899";"+39 091583341";"+39 091586142";"";""
"IT-PA0502";"Biblioteca comunale";"Via Vittorio Emanuele Orlando 69";"";"90010";"Ficarazzi";"082035";"Palermo";"SICILIA";"082";"38,0899842";"13,4666278";"+39 0916362714";"+39 091496740";"";""
"IT-PA0503";"Biblioteca popolare Verjus";"Via F. Parlatore 67";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1250228";"13,3436162";"+39 0916811268";"";"";""
"IT-PA0505";"Biblioteca S. Alfonso";"Viale Michelangelo 1180";"";"90135";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1366048";"13,3178153";"+39 091228317";"";"";""
"IT-PA0506";"Biblioteca del Centro studi e documentazione della Federazione italiana sport disabili";"Via Roma 97";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1137395";"13,3650166";"+39 0916167211";"+39 0916164719";"";""
"IT-PA0507";"Biblioteca popolare S. Anna";"Via consolare 97";"";"90017";"Santa Flavia";"082067";"Palermo";"SICILIA";"082";"38,0819302";"13,5251986";"+39 091931547";"";"";""
"IT-PA0508";"Biblioteca dell'Associazione storia e ambiente Il Ponte";"Via Trovatelli 2";"";"90020";"Montemaggiore Belsito";"082051";"Palermo";"SICILIA";"082";"37,8484364";"13,7614504";"";"";"";""
"IT-PA0509";"Biblioteca comunale Andrea Salamone";"Via Diluvio 9";"";"90042";"Borgetto";"082013";"Palermo";"SICILIA";"082";"38,0474813";"13,1435956";"+39 0918981586";"";"";""
"IT-PA0510";"Biblioteca del Centro regionale di documentazione per l'educazione sanitaria - CERDES";"Via M. Vaccaro 5";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1336123";"13,3341767";"+39 0916969345";"+39 0916969355";"";""
"IT-PA0511";"Biblioteca regionale dei Domenicani";"Via Bambinai, 18";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1195561";"13,3640159";"+39 091.329588";"+39 091.7746475";"bibdompa@alice.it";""
"IT-PA0512";"Biblioteca dei Padri cappuccini Fra Gesualdo da Bronte";"Via Santuario Maria Santissima";"Gibilmanna";"90010";"Cefalù";"082027";"Palermo";"SICILIA";"082";"38,0394687";"14,0220595";"+39 092121835";"";"";""
"IT-PA0513";"Biblioteca del Convitto nazionale Vittorio Emanuele II";"Piazza Sett'Angeli 3";"";"90100";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1150146";"13,3569083";"+39 O91588416";"";"";""
"IT-PA0514";"Biblioteca comunale";"Piazza Vittorio Emanuele Orlando, 1";"";"90045";"Cinisi";"082031";"Palermo";"SICILIA";"082";"38,1550684";"13,1094804";"+39 0918610235";"+39 0918699519";"biblioteca@comune.cinisi.pa.it";""
"IT-PA0516";"Biblioteca dell'Associazione amici opera lirica Ester Mazzoleni";"Piazza Pretoria 2";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1156487";"13,3620545";"+39 091331271";"";"";""
"IT-PA0517";"Biblioteca del Centro ricerche economiche Angelo Curella";"Via Ruggero Settimo 78";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1239689";"13,3560479";"+39 091332009";"+39 091332009";"";""
"IT-PA0518";"Biblioteca di Scienze giuridiche e dello sport. Diritto pubblico. Università degli studi di Palermo";"Via Maqueda 172  piano 2  primo atrio";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1152981404793";"13,3615946809509";"+39 09123892037";"";"";"http://www.unipa.it/punto-di-servizio-diritto-pubblico/"
"IT-PA0519";"Biblioteca di Scienze per la promozione della salute. Università degli studi di Palermo";"Via Alfonso Giordano 3";"";"90127";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1058198012945";"13,3585168042687";"+39 0916552077";"";"";""
"IT-PA0521";"Biblioteca di Scienze chimico-farmaceutiche. Chimica. Università degli studi di Palermo";"Viale delle scienze Ed 17";"";"90128";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1001608330747";"13,3443046894104";"+39 09123862107";"";"";"biblioteca.stebicef@unipa.it"
"IT-PA0522";"Biblioteca pubblica provinciale";"Via del bosco";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1120518";"13,3623741";"+39 0916628565";"+39 0916628566";"";""
"IT-PA0523";"Biblioteca della Soprintendenza per i beni culturali e ambientali di Palermo";"Via Siracusa 15";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1272132";"13,3508928";"+39 0917077372";"+39 0917071213";"sopripa.serv.biblio@regione.sicilia.it";""
"IT-PA0533";"Biblioteca dell'Istituto e Orto botanico dell'Università degli studi di Palermo";"Via Lincoln, 2A";"";"90123";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1137359";"13,3731654";"+39 091 23891236";"";"botanica@unipa.it";""
"IT-PA0536";"Biblioteca della Libera Università Maria SS. Assunta - LUMSA. Sede distaccata di Palermo";"Via F. Parlatore 65";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1248905";"13,3436643";"+39 0916810761";"+39 0916816569";"p.rubino@lumsa.it";"http://librarsi.comune.palermo.it/librarsi/export/bibliolumsa/biblioteca/"
"IT-PA0537";"Biblioteca del Centro servizi per il volontariato di Palermo - CeSVoP";"Via Maqueda 334";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1191684";"13,3591566";"+39 091331970";"";"biblioteca@cesvop.org";"http://www.cesvop.org/index.php?option=com_content&task=view&id=32&Itemid=82"
"IT-PA0539";"Biblioteca scolastica multimediale Anna Carciola";"Duca della Verdura 48";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1349301";"13,354673";"";"";"";""
"IT-PA0540";"Biblioteca scolastica F.P. Tesauro";"Corso Umberto I 695";"";"90010";"Ficarazzi";"082035";"Palermo";"SICILIA";"082";"38,0888035";"13,4662061";"+39 0916360851";"+39 091495133";"paee104004@istruzione.it";""
"IT-PA0541";"Biblioteca media statale Luigi Pirandello";"Cortile Giallombardo";"";"90010";"Ficarazzi";"082035";"Palermo";"SICILIA";"082";"38,0881186";"13,4615489";"+39 0916360746";"";"pamm091006@istruzione.it";""
"IT-PA0542";"Biblioteca dell'Osservatorio regionale siciliano per l'ambiente - ORSA";"Viale dell'Olimpo, 30/a";"";"90147";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,188761";"13,305335";"+39 0915074168";"+39 0917480168";"biblioteca@orsanet.it";"http://www.orsanet.it/servizi/page5.asp?id=32"
"IT-PA0543";"Biblioteca scolastica  dell'Istituto comprensivo Michelangelo Buonarroti";"Via Tembien, 1";"";"90135";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1246895";"13,3083639";"";"";"";""
"IT-PA0544";"Biblioteca della scuola media statale Domenico Scinà";"Via Giuseppe Li Bassi, 60";"";"90128";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1008518";"13,3539196";"+39 091486725";"+39 0916575438";"pamm03000p@istruzione.it";""
"IT-PA0545";"Biblioteca scolastica dell'Istituto Tecnico Commerciale e per Geometri Jacopo del Duca";"Via Pietragrossa, 68/70";"";"90015";"Cefalù";"082027";"Palermo";"SICILIA";"082";"38,031753";"14,0193093";"+39 0921421415";"";"patd04000n@istruzione.it";"http://www.itcgdelduca.it/"
"IT-PA0546";"Biblioteca del Liceo classico Francesco Scaduto";"Via Dante, 22";"";"90011";"Bagheria";"082006";"Palermo";"SICILIA";"082";"38,0840431";"13,5022301";"+39 091961359";"";"webmaster@classicoscaduto.it";""
"IT-PA0547";"Biblioteca dell'Istituto tecnico industriale Vittorio Emanuele III";"Via Duca della Verdura, 48";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1349301";"13,354673";"+39 091307922";"";"ascadut@tin.it";""
"IT-PA0548";"Biblioteca comunale Eduardo Salmeri";"Piazza della Regione 12";"";"90039";"Villabate";"082079";"Palermo";"SICILIA";"082";"38,0771903";"13,443161";"+39 0916143545";"+39 0916145592";"";""
"IT-PA0549";"Biblioteca del Centro di studi Pio La Torre";"Via Remo Sandron, 61";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1323094";"13,3560084";"+39 091348766";"";"info@piolatorre.it";"http://www.piolatorre.it/biblioteca.asp"
"IT-PA0550";"Biblioteca Nino Muccioli";"via Vito La Mantia, 76";"";"90138";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1208703";"13,3463825";"+39 091325284";"+39 0919825640";"presidente@bibliotecaninomuccioli.it";"http://www.bibliotecaninomuccioli.it/"
"IT-PA0552";"Biblioteca comunale Pino Fortini";"Via Palermo, 53";"";"90040";"Isola delle Femmine";"082043";"Palermo";"SICILIA";"082";"38,1985354";"13,2530005";"+39 0918616338";"+39 0918616338";"bibliofortini.comuneidf@yahoo.it";"www.comune.isoladellefemmine.pa.it"
"IT-PA0553";"Biblioteca comunale Felice Genoveffa";"Via Bevaio Secco";"";"90020";"Aliminusa";"082003";"Palermo";"SICILIA";"082";"37,8653968";"13,7828201";"+39 0918999180";"+39 0918997122";"comune.aliminusa@iol.it";""
"IT-PA0554";"Biblioteca della Fondazione Teatro Massimo";"Piazza Aragonesi";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1183954";"13,3566631";"+39 0916053134";"+39 0916053134";"biblioteca@teatromassimo.it";"http://www.teatromassimo.it/servizi/servizi.php"
"IT-PA0555";"Biblioteca del Liceo Classico Garibaldi";"Via Canonico Rotolo, 1";"";"90143";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1339274";"13,3538684";"+39 091589624";"+39 0916110757";"PAPC04000P@istruzione.it";"http://www.liceogaribaldi.it/"
"IT-PA0556";"Biblioteca del Liceo classico Giovanni Meli";"Via Aldisio, 2";"";"90146";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1558385";"13,3304818";"+39 0916884720";"+39 0916889168";"PAPC030004@istruzione.it";"http://www.liceomeli.it/"
"IT-PA0557";"Biblioteca della Cultura Siciliana";"Via Messina 7d";"";"90141";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,12681";"13,3530516";"+39 0916127155";"+39 0916127155";"info@fondazionebuttitta.it";"http://www.fondazioneignaziobuttitta.org"
"IT-PA0558";"Biblioteca dell'Istituto Nazionale di Geofisica e Vulcanologia - INGV";"Via Ugo La Malfa 153";"";"90146";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1650737";"13,3096808";"+39 0916809400";"+39 0916809449";"";""
"IT-PA0559";"Biblioteca del Museo Regionale interdisciplinare di storia naturale e mostra permanente del carretto";"Lungomare Peppino Impastato";"";"90049";"Terrasini";"082071";"Palermo";"SICILIA";"082";"38,1621891";"13,0884316";"+39 0918810989";"+39 0918683178";"museo.carretto@regione.sicilia.it";""
"IT-PA0560";"Biblioteca del Mare";"Via Lungarini 9";"";"90133";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,116487";"13,3684447";"+39 0916172615";"+39 0916172970";"sopmare.uo2@regione.sicilia.it";""
"IT-PA0663";"Biblioteca Flavio Beninati";"Via Quintino Sella, 35";"";"90139";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1272039";"13,3557754999999";"+39 091589598";"";"biblioteca@flaviobeninati.net";"http://www.flaviobeninati.net/biblioteca/"
"IT-PA0664";"Biblioteca del Dipartimento regionale della programmazione";"Piazza Luigi Sturzo, 36";"";"90139";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1263917115421";"13,3577546656761";"+39 091 7070021";"+39 091 7070273";"biblioteca.programmazione@regione.sicilia.it";""
"IT-PA0666";"Biblioteca del Liceo scientifico Albert Einstein";"Via A. Vivaldi, 60";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"";"null";"+39 091-6823640";"+39 091-226020";"paps05000c@istruzione.it";"www.liceoeinstein.palermo.it"
"IT-PA0667";"Biblioteca Alessandra Novelli dell'Istituto comprensivo Giuliana Saladino";"Via Barisano da Trani, 7";"";"90145";"Palermo";"082053";"Palermo";"SICILIA";"082";"";"null";"+39 091 6734993";"+39 091 6731608";"paic897004@istruzione.it";"http://www.icgiulianasaladino.it/accessibile/"
"IT-PA0668";"Biblioteca del Seminario Vescovile";"Piazza Duomo, 6";"";"90015";"Cefalù";"082027";"Palermo";"SICILIA";"082";"";"null";"+39  0921.926358";"";"biblioseminariocefalu@gmail.com";""
"IT-PA0669";"Biblioteca di Scienze politiche e sociali. Università degli studi di Palermo";"Via Ugo Antonio Amico 4";"Palermo";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"";"null";"+39 09123892712";"";"biblioteca.scienzepolitiche@unipa.it";"http://www.unipa.it/biblioteche/le-biblioteche/Polo-giuridico-economico-e-sociale/Biblioteca-di-Scienze-politiche-e-sociali/"
"IT-PA0670";"Biblioteca di Fisica e chimica. Campus. Università degli studi di Palermo";"Viale delle scienze Ed 18";"";"90128";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,0989788205587";"13,3440471973449";"+39 09123899017 / 64103 / 62105";"";"biblioteca.fisicachimica@unipa.it";"http://www.unipa.it/punto-di-servizio-Campus/"
"IT-PA0671";"Biblioteca del Polo didattico di Agrigento. Università degli studi di Palermo";"";"";"";"Palermo";"082053";"Palermo";"SICILIA";"082";"";"null";"";"";"bibliopolo.ag@unipa.it";"http://www.unipa.it/biblioteche/le-biblioteche/Poli-didattici-bibliotecari/Biblioteca-del-Polo-Didattico-di-Agrigento/"
"IT-PA0672";"Biblioteca di Architettura. Storia, progetto, design. Università degli studi di Palermo";"Viale delle Scienze  Ed 8 piano terra";"";"90128";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1050902268343";"13,3488235047851";"+39 09123896204";"";"biblioteca.architettura@unipa.it";"http://www.unipa.it/punto-di-servizio-architettura-Edificio-8/"
"IT-PA0673";"Biblioteca di Scienze giuridiche e dello sport. Diritto penale. Università degli studi di Palermo";"Via Maqueda 172, piano 2 primo atrio";"";"90134";"Palermo";"082053";"Palermo";"SICILIA";"082";"38,1146762";"13,3620701";"+39  09123892621";"";"biblioteca.giurisprudenza@unipa.it";"http://www.unipa.it/biblioteche/le-biblioteche/Polo-giuridico-economico-e-sociale/Biblioteca-di-Scienze-giuridiche-e-dello-sport.-Diritto-penale/"
"IT-PC0001";"Biblioteca comunale "Guido Magnelli"";"Piazza XXV Aprile 1";"";"29010";"Alseno";"033002";"Piacenza";"EMILIA ROMAGNA";"033";"44,896342";"9,964939";"+39 0523945516";"+39 0523949445";"biblioteca@comune.alseno.pc.it";"http://www.comune.alseno.pc.it/municipio/uffici/item/39-biblioteca-comunale-guido-magnelli"
"IT-PC0003";"Biblioteca ausiliaria degli Archivi storici diocesani. Sede di Bobbio";"Piazza Duomo 3";"";"29022";"Bobbio";"033005";"Piacenza";"EMILIA ROMAGNA";"033";"44,7673142";"9,3873222";"+39 0523936980";"+39 0523936982";"";""
"IT-PC0004";"Biblioteca comunale del Centro culturale polivalente";"Piazzetta Santa Chiara, 11";"";"29022";"Bobbio";"033005";"Piacenza";"EMILIA ROMAGNA";"033";"44,7665484";"9,3865008";"+39 0523962804";"+39 0523936666";"biblioteca.bobbio@sintranet.it";"http://www.comune.bobbio.pc.it/sottolivello.asp?idsa=1&idam=&idbox=20&idvocebox=167"
"IT-PC0005";"Biblioteca comunale";"Piazza Garibaldi 2";"";"29011";"Borgonovo Val Tidone";"033006";"Piacenza";"EMILIA ROMAGNA";"033";"45,017395";"9,44564689999993";"+39 0523861080";"+39 0523861861";"biblioborgo@yahoo.it";"http://www.comune.borgonovo.pc.it/pagina.asp?IDpag=237&idbox=30&idvocebox=296"
"IT-PC0006";"Biblioteca comunale di Roveleto";"Via Dante Alighieri 6";"Roveleto";"29010";"Cadeo";"033007";"Piacenza";"EMILIA ROMAGNA";"033";"44,9633293";"9,853512";"+39 0523503311";"+39 0523509997";"";""
"IT-PC0007";"Biblioteca comunale";"Piazza della Rocca, 1";"";"29012";"Caorso";"033010";"Piacenza";"EMILIA ROMAGNA";"033";"45,0496166";"9,87737040000002";"+39 0523814747";"+39 0523821109";"biblioteca.caorso@sintranet.it";"http://www.comune.caorso.pc.it/pagina.asp?IDpag=112&idbox=20&idvocebox=149"
"IT-PC0008";"Biblioteca comunale";"Piazza XX Settembre 1";"";"29013";"Carpaneto Piacentino";"033011";"Piacenza";"EMILIA ROMAGNA";"033";"44,9150175";"9,78829919999998";"+39 0523853719";"+39 0523850090";"biblioteca@comune.carpaneto.pc.it";"http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=18008&idCat=18185&ID=18404&TipoElemento=categoria"
"IT-PC0009";"Biblioteca comunale Villa Braghieri";"Via Mulini, 2";"";"29015";"Castel San Giovanni";"033013";"Piacenza";"EMILIA ROMAGNA";"033";"45,0584097092251";"9,4439971423584";"+39 0523889613";"+39 0523737833";"villabraghieri@sintranet.it";"http://www.comune.castelsangiovanni.pc.it/pagina.asp?IDpag=128&idbox=35&idvocebox=167"
"IT-PC0012";"Biblioteca del Convento di S. Francesco dei padri Sacramentini";"Via G. Matteotti 27";"";"29016";"Cortemaggiore";"033018";"Piacenza";"EMILIA ROMAGNA";"033";"44,9952868";"9,9363341";"+39 0523836536";"+39 0523835121";"";""
"IT-PC0013";"Biblioteca comunale";"Via Boni Brighenti, 2";"";"29016";"Cortemaggiore";"033018";"Piacenza";"EMILIA ROMAGNA";"033";"44,9945669858898";"9,93076520370482";"+39 0523839197";"+39 0523836598";"biblioteca@comune.cortemaggiore.pc.it";"http://www.comune.cortemaggiore.pc.it/index.php/biblioteca?jjj=1481901626791"
"IT-PC0014";"Biblioteca comunale Mario Casella";"Piazzale San Giovanni, 5";"";"29017";"Fiorenzuola d'Arda";"033021";"Piacenza";"EMILIA ROMAGNA";"033";"44,9290136";"9,90734670000006";"+39 0523983093";"+39 0523944834";"biblioteca@comune.fiorenzuola.pc.it";"http://www.comune.fiorenzuola.pc.it/biblioteca"
"IT-PC0015";"Biblioteca comunale";"Via XXV Aprile, 4";"";"29020";"Gossolengo";"033023";"Piacenza";"EMILIA ROMAGNA";"033";"44,9993033";"9,61356499999999";"+39 0523770136";"";"biblioteca.gossolengo@sintranet.it";"http://www.comune.gossolengo.pc.it/pagina.asp?IDpag=112&idbox=20&idvocebox=151"
"IT-PC0017";"Biblioteca comunale";"Via Roma, 121";"";"29010";"Gragnano Trebbiense";"033024";"Piacenza";"EMILIA ROMAGNA";"033";"45,0119061";"9,56886880000002";"+39 0523788250";"+39 0523788354";"biblioteca.gragnano@sintranet.it";"http://www.comune.gragnanotrebbiense.pc.it/index.aspx?id=NAVIGATE&domain=gragnano&lang=1&item=255&filter=false&numb=0&formname=&subitem="
"IT-PC0018";"Biblioteca comunale";"Via Piacenza 24";"";"29018";"Lugagnano Val d'Arda";"033026";"Piacenza";"EMILIA ROMAGNA";"033";"44,8229437";"9,829816";"+39 0523802140";"+39 0523801008";"biblioteca.lugagnano@sintranet.it";"http://www.comune.lugagnano.pc.it/servizi/menu/dinamica.aspx?idArea=8882&idCat=9090&ID=17289"
"IT-PC0019";"Biblioteca comunale Don Carlo Zucchi";"Piazza Casali, 13";"";"29010";"Monticelli d'Ongina";"033027";"Piacenza";"EMILIA ROMAGNA";"033";"45,09136";"9,93196699999999";"+39 0523820066";"+39 0523827682";"biblioteca.monticelli@sintranet.it";"http://www.comune.monticelli.pc.it/pagina.asp?IDpag=94&idbox=30&idvocebox=134"
"IT-PC0021";"Biblioteca e Archivio capitolare della Basilica di S. Antonino";"Chiostri del Duomo 12";"";"29100";"Piacenza";"033032";"Piacenza";"EMILIA ROMAGNA";"033";"45,0495378";"9,6974196";"+39 0523320653";"";"";""
"IT-PC0022";"Biblioteca centrale della Facoltà di agraria dell'Università Cattolica del Sacro Cuore di Piacenza";"Via Emilia Parmense 84";"";"29100";"Piacenza";"033032";"Piacenza";"EMILIA ROMAGNA";"033";"45,0254528";"9,7437654";"+39 0523599126-7";"+39 0523599352";"biblpc02@opac.unicatt.it";"http://www.unicatt.it"
"IT-PC0023";"Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA";"Piazza Cavalli 35";"";"29100";"Piacenza";"033032";"Piacenza";"EMILIA ROMAGNA";"033";"45,0524414";"9,6933947";"+39 0523386231";"+39 0523334367";"";""
"IT-PC0024";"Biblioteca del Convento di S. Maria di Campagna";"Piazzale Crociate 5";"";"29100";"Piacenza";"033032";"Piacenza";"EMILIA ROMAGNA";"033";"45,056855";"9,680208";"+39 0523490728";"+39 0523499458";"";""
"IT-PC0025";"Biblioteca dell'Ospedale civile Sala Colonne";"Via Taverna 49";"";"29121";"Piacenza";"033032";"Piacenza";"EMILIA ROMAGNA";"033";"45,0540873";"9,68343340000001";"+39  0523302990";"+39 0523302016";"SegreteriaComunicazioneMarketing@ausl.pc.it";"http://www.ausl.pc.it/eventi/ristrutturazione_ospedale_grande/intervento-caldani.asp"
